year,round,pick,team,player,overall_rank,pos,dob,bt,school_committed,school,conference,slot_value,expected_signing,signing_bonus,pool_impact,pool_round,diff_from_slot,hs,classification,juco,signed,player_age,rank_minus_pick,code_round,code_age,code_dist
2022,20,602,Philadelphia Phillies,Nathan Karaffa,,P,2001-01-04,R/R,,Ohio State,Big Ten,0,0,75000,0,No,,False,4YR JR,No,Yes,21.545205479452054,,F,K,N
2022,20,603,Cincinnati Reds,Joseph Menefee,,P,1999-10-06,L/L,,George Ranch,,0,0,130000,0,No,,False,4YR SR,No,Yes,22.794520547945204,,F,L,N
2022,20,604,Oakland Athletics,Derek True,,P,2001-04-25,R/R,,Cal Poly,Big West,0,0,,0,No,,False,4YR JR,No,No,21.24109589041096,,F,K,N
2022,20,605,Atlanta Braves,Keshawn Ogans,,SS,2001-08-26,R/R,,California,Pac-12,0,0,130000,0,No,,False,4YR JR,No,Yes,20.904109589041095,,F,J,N
2022,20,606,Seattle Mariners,Nick Zona,,2B,1999-07-09,R/R,,James Madison,Sun Belt,0,0,5000,0,No,,False,4YR SR,No,Yes,23.03835616438356,,F,M,N
2022,20,607,St. Louis Cardinals,Gavin Van Kempen,287,P,2004-09-10,R/R,West Virginia,,,0,0,,0,No,,True,HS SR,No,No,17.86027397260274,-320,F,G,O
2022,20,608,Toronto Blue Jays,Greg Pace,,OF,2004-08-03,R/R,,,,0,0,,0,No,,True,HS SR,No,No,17.964383561643835,,F,G,N
2022,20,609,Boston Red Sox,Connor Butler,,P,2000-04-22,L/L,,Biola,DII,0,0,73000,0,No,,False,4YR SR,No,Yes,22.24931506849315,,F,L,N
2022,20,610,New York Yankees,Trevor Kirk,465,P,2000-10-04,R/R,,Elon,CAA,0,0,130000,0,No,,False,4YR JR,No,Yes,21.797260273972604,-145,F,K,O
2022,20,611,Chicago White Sox,Ethan Hammerberg,,P,2000-12-18,L/R,,Ohio State,Big Ten,0,0,100000,0,No,,False,4YR JR,No,Yes,21.59178082191781,,F,K,N
2022,20,612,Milwaukee Brewers,Noah Hall,,P,2001-03-30,R/R,,South Carolina,SEC,0,0,,0,No,,False,4YR JR,No,No,21.312328767123287,,F,K,N
2022,20,613,Houston Astros,Ryan Wrobleski,,C,2000-02-02,R/R,,Dallas Baptist,MVC,0,0,30000,0,No,,False,4YR SR,No,Yes,22.46849315068493,,F,L,N
2022,20,614,Tampa Bay Rays,Matt Wyatt,448,P,2000-09-26,R/R,,Virginia,ACC,0,0,260000,130000,No,1,False,4YR JR,No,Yes,21.81917808219178,-166,F,K,O
2022,20,615,Los Angeles Dodgers,Carter McCulley,,SS,2004-06-25,S/R,Pensacola State,,,0,0,,0,No,,True,HS SR,No,No,18.07123287671233,,F,H,N
2022,20,616,San Francisco Giants,Ethan Long,281,1B,2001-05-10,R/R,,Arizona State,Pac-12,0,0,,0,No,,False,4YR SO,No,No,21.2,-335,F,K,O
2021,1,1,Pirates,Henry Davis,3,C,1999-09-21,R/R,,Louisville,ACC,8415300,8415300,6500000,-6500000,Yes,-0.2275973524413865,False,4YR JR,No,Yes,21.791780821917808,2,S,K,Q
2021,1,2,Rangers,Jack Leiter,4,RHP,2000-04-21,R/R,,Vanderbilt,SEC,7789900,7789900,7922000,-7922000,Yes,0.016957855684925353,False,4YR SO,No,Yes,21.208219178082192,2,S,K,Q
2021,1,3,Tigers,Jackson Jobe,5,RHP,2002-07-30,R/R,Ole Miss,,,7221200,7221200,6900000,-6900000,Yes,-0.0444801418046862,True,HS SR,No,Yes,18.934246575342467,2,S,H,Q
2021,1,4,Red Sox,Marcelo Mayer,1,SS,2002-12-12,L/R,USC,,,6664000,6664000,6664000,-6664000,Yes,0,True,HS SR,No,Yes,18.564383561643837,-3,S,H,P
2021,1,5,Orioles,Colton Cowser,12,OF,2000-03-20,L/R,,Sam Houston State,Southland,6180700,6180700,4900000,-4900000,Yes,-0.20720953937256298,False,4YR JR,No,Yes,21.295890410958904,7,S,K,Q
2021,1,6,Diamondbacks,Jordan Lawlar,2,SS,2002-07-17,R/R,Vanderbilt,,,5742900,5742900,6713300,-6713300,Yes,0.168973863379129,True,HS SR,No,Yes,18.96986301369863,-4,T,H,P
2021,1,7,Royals,Frank Mozzicato,49,LHP,2003-06-19,L/L,UConn,,,5432400,5432400,3550000,-3550000,Yes,-0.3465135115234519,True,HS SR,No,Yes,18.046575342465754,42,T,H,Q
2021,1,8,Rockies,Benny Montgomery,20,OF,2002-09-09,R/R,Virginia,,,5176900,5176900,5000000,-5000000,Yes,-0.03417102899418571,True,HS SR,No,Yes,18.82191780821918,12,T,H,Q
2021,1,9,Angels,Sam Bachman,18,RHP,1999-09-30,R/R,,Miami (OH),MAC,4949100,4949100,3847500,-3847500,Yes,-0.2225859247135843,False,4YR JR,No,Yes,21.767123287671232,9,T,K,Q
2021,1,10,Mets,Kumar Rocker,7,RHP,1999-11-22,R/R,,Vanderbilt,SEC,4739900,4739900,,-4739900,Yes,,False,4YR JR,No,No,21.621917808219177,-3,T,K,P
2021,1,11,Nationals,Brady House,6,SS,2003-06-04,R/R,Tennessee,,,4547500,4547500,5000000,-5000000,Yes,0.09950522264980759,True,HS SR,No,Yes,18.087671232876712,-5,U,H,P
2021,1,12,Mariners,Harry Ford,9,C,2003-02-21,R/R,Georgia Tech,,,4366400,4366400,4366400,-4366400,Yes,0,True,HS SR,No,Yes,18.36986301369863,-3,U,H,P
2021,1,13,Phillies,Andrew Painter,25,RHP,2003-04-10,R/R,Florida,,,4197300,4197300,3900000,-3900000,Yes,-0.07083124865985277,True,HS SR,No,Yes,18.23835616438356,12,U,H,Q
2021,1,14,Giants,Will Bednar,16,RHP,2000-06-13,R/R,,Mississippi State,SEC,4036800,4036800,3650000,-3650000,Yes,-0.09581847007530718,False,4YR SO,No,Yes,21.063013698630137,2,U,K,Q
2021,1,15,Brewers,Sal Frelick,10,OF,2000-04-19,L/R,,Boston College,ACC,3885800,3885800,4000000,-4000000,Yes,0.029389057594317772,False,4YR JR,No,Yes,21.213698630136985,-5,U,K,P
2021,1,16,Marlins,Kahlil Watson,8,SS,2003-04-16,L/R,North Carolina State,,,3745500,3745500,4540790,-4540790,Yes,0.21233213189160327,True,HS SR,No,Yes,18.221917808219178,-8,V,H,P
2021,1,17,Reds,Matt McLain,11,SS,1999-08-06,R/R,,UCLA,Pac-12,3609700,3609700,4625000,-4625000,Yes,0.281269911627005,False,4YR JR,No,Yes,21.91780821917808,-6,V,K,P
2021,1,18,Cardinals,Michael McGreevy,62,RHP,2000-07-08,R/R,,UC-Santa Barbara,Big West,3481300,3481300,2750000,-2750000,Yes,-0.21006520552667107,False,4YR JR,No,Yes,20.994520547945207,44,V,J,Q
2021,1,19,Blue Jays,Gunnar Hoglund,15,RHP,1999-12-17,L/R,,Ole Miss,SEC,3359000,3359000,3247500,-3247500,Yes,-0.03319440309615957,False,4YR JR,No,Yes,21.553424657534247,-4,V,K,P
2021,1,20,Yankees,Trey Sweeney,30,SS,2000-04-24,L/R,,Eastern Illinois,OVC,3242900,3242900,3000000,-3000000,Yes,-0.07490209380492768,False,4YR JR,No,Yes,21.2,10,V,K,Q
2021,1,21,Cubs,Jordan Wicks,17,LHP,1999-09-01,L/L,,Kansas State,Big 12,3132300,3132300,3132300,-3132300,Yes,0,False,4YR JR,No,Yes,21.846575342465755,-4,A,K,P
2021,1,22,White Sox,Colson Montgomery,19,SS,2002-02-27,L/R,Indiana,,,3027000,3027000,3027000,-3027000,Yes,0,True,HS SR,No,Yes,19.353424657534248,-3,A,I,P
2021,1,23,Indians,Gavin Williams,14,RHP,1999-07-26,L/R,,East Carolina,AAC,2926800,2926800,2250000,-2250000,Yes,-0.23124231242312424,False,4YR SR,No,Yes,21.947945205479453,-9,A,K,P
2021,1,24,Braves,Ryan Cusick,24,RHP,1999-11-12,R/R,,Wake Forest,ACC,2831300,2831300,2700000,-2700000,Yes,-0.04637445696323244,False,4YR JR,No,Yes,21.649315068493152,0,A,K,P
2021,1,25,Athletics,Max Muncy,54,SS,2002-08-25,R/R,Arkansas,,,2740300,2740300,2850000,-2850000,Yes,0.04003211327226946,True,HS SR,No,Yes,18.863013698630137,29,A,H,Q
2021,1,26,Twins,Chase Petty,22,RHP,2003-04-04,R/R,Florida,,,2653400,2653400,2500000,-2500000,Yes,-0.05781261777342278,True,HS SR,No,Yes,18.254794520547946,-4,A,H,P
2021,1,27,Padres,Jackson Merrill,69,SS,2003-04-19,L/R,Kentucky,,,2570100,2570100,1800000,-1800000,Yes,-0.2996381463756274,True,HS SR,No,Yes,18.213698630136985,42,A,H,Q
2021,1,28,Rays,Carson Williams,47,SS,2003-06-25,R/R,California,,,2493900,2493900,2347500,-2347500,Yes,-0.05870323589558523,True,HS SR,No,Yes,18.03013698630137,19,A,H,Q
2021,1,29,Dodgers,Maddux Bruns,68,LHP,2002-06-20,L/L,Mississippi State,,,2424600,2424600,2200000,-2200000,Yes,-0.0926338365091149,True,HS SR,No,Yes,19.043835616438358,39,A,I,Q
2021,1,30,Reds,Jay Allen,38,OF,2002-11-22,R/R,Florida,,,2365500,2365500,2400000,-2400000,Yes,0.014584654407102092,True,HS SR,No,Yes,18.61917808219178,8,A,H,Q
2021,1,31,Marlins,Joe Mack,28,C,2002-12-27,L/R,Clemson,,,2312000,2312000,2500000,-2500000,Yes,0.08131487889273356,True,HS SR,No,Yes,18.523287671232875,-3,A,H,P
2021,1,32,Tigers,Ty Madden,13,RHP,2000-02-21,R/R,,Texas,Big 12,2257300,2257300,2500000,-2500000,Yes,0.1075178310370797,False,4YR JR,No,Yes,21.372602739726027,-19,A,K,P
2021,1,33,Brewers,Tyler Black,67,2B,2000-07-26,L/R,,Wright State,Horizon,2202200,2202200,2202200,-2202200,Yes,0,False,4YR JR,No,Yes,20.945205479452056,34,A,J,Q
2021,1,34,Rays,Cooper Kinney,61,2B,2003-01-27,L/R,South Carolina,,,2148100,2148100,2148100,-2148100,Yes,0,True,HS SR,No,Yes,18.438356164383563,27,A,H,Q
2021,1,35,Reds,Matheu Nelson,57,C,1999-01-14,R/R,,Florida State,ACC,2095800,2095800,2095800,-2095800,Yes,0,False,4YR JR,No,Yes,22.476712328767125,22,A,L,Q
2021,1,36,Twins,Noah Miller,89,SS,2002-11-12,S/R,Alabama,,,2045400,2045400,1700000,-1700000,Yes,-0.16886672533489783,True,HS SR,No,Yes,18.646575342465752,53,A,H,R
2021,2,37,Pirates,Anthony Solometo,34,LHP,2002-12-02,L/L,North Carolina,,,1999300,1999300,2797500,-2797500,Yes,0.3992397339068674,True,HS SR,No,Yes,18.59178082191781,-3,B,H,P
2021,2,38,Rangers,Aaron Zavala,93,OF,2000-06-23,L/R,,Oregon,Pac-12,1952300,1952300,830000,-830000,Yes,-0.5748604210418481,False,4YR JR,No,Yes,21.035616438356165,55,B,K,R
2021,2,39,Tigers,Izaac Pacheco,45,SS,2002-11-18,L/R,Texas A&M,,,1906800,1906800,2750000,-2750000,Yes,0.4422068386826096,True,HS SR,No,Yes,18.63013698630137,6,B,H,Q
2021,2,40,Red Sox,Jud Fabian,26,OF,2000-09-27,R/L,,Florida,SEC,1856700,1856700,,-1856700,Yes,,False,4YR JR,No,No,20.77260273972603,-14,B,J,P
2021,2,41,Orioles,Connor Norby,43,2B,2000-06-08,R/R,,East Carolina,AAC,1813500,1813500,1700000,-1700000,Yes,-0.0625861593603529,False,4YR JR,No,Yes,21.076712328767123,2,B,K,Q
2021,2,42,Diamondbacks,Ryan Bliss,48,SS,1999-12-13,R/R,,Auburn,SEC,1771100,1771100,1250000,-1250000,Yes,-0.29422392863192365,False,4YR JR,No,Yes,21.564383561643837,6,B,K,Q
2021,2,43,Royals,Ben Kudrna,31,RHP,2003-01-30,R/R,LSU,,,1729800,1729800,1729800,-1729800,Yes,0,True,HS SR,No,Yes,18.43013698630137,-12,B,H,P
2021,2,44,Rockies,Jaden Hill,79,RHP,1999-12-22,R/R,,LSU,SEC,1689500,1689500,1689500,-1689500,Yes,0,False,4YR JR,No,Yes,21.53972602739726,35,B,K,Q
2021,2,45,Angels,Ky Bush,,LHP,1999-11-12,L/L,,St. Mary's,WCC,1650200,1650200,1750000,-1750000,Yes,0.06047751787662101,False,4YR JR,No,Yes,21.649315068493152,,B,K,N
2021,2,46,Mets,Calvin Ziegler,180,RHP,2002-10-03,R/R,Auburn,,,1617400,1617400,910000,-910000,Yes,-0.43736861629776186,True,HS SR,No,Yes,18.756164383561643,134,B,H,R
2021,2,47,Nationals,Daylen Lile,29,OF,2002-11-30,L/R,Louisville,,,1580200,1580200,1750000,-1750000,Yes,0.10745475256296672,True,HS SR,No,Yes,18.5972602739726,-18,B,H,P
2021,2,48,Mariners,Edwin Arroyo,78,SS,2003-08-25,S/S,Florida State,,,1543600,1543600,1650000,-1650000,Yes,0.068929774552993,True,HS SR,No,Yes,17.863013698630137,30,B,G,Q
2021,2,49,Phillies,Ethan Wilson,32,OF,1999-11-07,L/L,,South Alabama,Sun Belt,1507600,1507600,1507600,-1507600,Yes,0,False,4YR JR,No,Yes,21.663013698630138,-17,B,K,P
2021,2,50,Giants,Matt Mikulski,51,LHP,1999-05-08,L/L,,Fordham,Atlantic 10,1469900,1469900,1200000,-1200000,Yes,-0.1836179331927342,False,4YR SR,No,Yes,22.164383561643834,1,B,L,Q
2021,2,51,Brewers,Russell Smith,170,LHP,1998-09-10,L/L,,TCU,Big 12,1436900,1436900,1000000,-1000000,Yes,-0.30405734567471643,False,4YR SR,No,Yes,22.82191780821918,119,B,L,R
2021,2,52,Marlins,Cody Morissette,72,SS,2000-01-16,L/R,,Boston College,ACC,1403200,1403200,1403200,-1403200,Yes,0,False,4YR JR,No,Yes,21.471232876712328,20,B,K,Q
2021,2,53,Reds,Andrew Abbott,55,LHP,1999-06-01,L/L,,Virginia,ACC,1370400,1370400,1300000,-1300000,Yes,-0.05137186223000584,False,4YR SR,No,Yes,22.0986301369863,2,B,L,Q
2021,2,54,Cardinals,Joshua Baez,27,OF,2003-06-28,R/R,Vanderbilt,,,1338500,1338500,2250000,-2250000,Yes,0.6809861785580874,True,HS SR,No,Yes,18.02191780821918,-27,B,H,P
2021,2,55,Yankees,Branden Beck,157,RHP,1998-10-06,R/R,,Stanford,Pac-12,1307000,1307000,1050000,-1050000,Yes,-0.1966335118592196,False,4YR SR,No,Yes,22.75068493150685,102,B,L,R
2021,2,56,Cubs,James Triantos,154,SS,2003-01-29,R/R,North Carolina,,,1276400,1276400,2100000,-2100000,Yes,0.6452522720150423,True,HS SR,No,Yes,18.432876712328767,98,B,H,R
2021,2,57,White Sox,Wes Kath,33,3B,2002-08-03,L/R,Arizona State,,,1243600,1243600,1800000,-1800000,Yes,0.44741074300418143,True,HS SR,No,Yes,18.923287671232877,-24,B,H,P
2021,2,58,Indians,Doug Nikhazy,44,LHP,1999-08-11,L/L,,Ole Miss,SEC,1214300,1214300,1200000,-1200000,Yes,-0.011776332043152433,False,4YR JR,No,Yes,21.904109589041095,-14,B,K,P
2021,2,59,Braves,Spencer Schwellenbach,56,RHP,2000-05-31,R/R,,Nebraska,Big Ten,1185500,1185500,1000000,-1000000,Yes,-0.1564740615773935,False,4YR JR,No,Yes,21.0986301369863,-3,B,K,P
2021,2,60,Athletics,Zack Gelof,99,3B,1999-10-19,R/R,,Virginia,ACC,1157400,1157400,1157400,-1157400,Yes,0,False,4YR JR,No,Yes,21.715068493150685,39,B,K,Q
2021,2,61,Twins,Steve Hajjar,114,LHP,2000-08-07,R/L,,Michigan,Big Ten,1129700,1129700,1129700,-1129700,Yes,0,False,4YR JR,No,Yes,20.912328767123288,53,B,J,R
2021,2,62,Padres,James Wood,37,OF,2002-09-17,L/R,Mississippi State,,,1102700,1102700,2600000,-2600000,Yes,1.3578489162963634,True,HS SR,No,Yes,18.8,-25,B,H,P
2021,2,63,Dodgers,Kyle Manzardo,97,1B,2000-07-18,L/R,,Washington State,Pac-12,1076300,1076300,750000,-750000,Yes,-0.30316826163709004,False,4YR JR,No,Yes,20.96712328767123,34,B,J,Q
2021,2,64,Pirates,Lonnie White,35,OF,2002-12-31,R/R,Penn State,,,1050300,1050300,1500000,-1500000,Yes,0.4281633818908883,True,HS SR,No,Yes,18.512328767123286,-29,B,H,P
2021,2,65,Orioles,Reed Trimble,148,OF,2000-06-06,S/R,,Southern Miss,C-USA,1025100,1025100,800000,-800000,Yes,-0.21958833284557605,False,4YR SO,No,Yes,21.08219178082192,83,B,K,R
2021,2,66,Royals,Peyton Wilson,92,2B,1999-11-01,S/R,,Alabama,SEC,1003300,1003300,1003300,-1003300,Yes,0,False,4YR SO,No,Yes,21.67945205479452,26,B,K,Q
2021,2,67,Diamondbacks,Adrian Del Castillo,52,C,1999-09-27,L/R,,Miami (FL),ACC,976700,976700,1000000,-1000000,Yes,0.023855841097573462,False,4YR SO,No,Yes,21.775342465753425,-15,B,K,P
2021,2,68,Rockies,Joe Rock,101,LHP,2000-07-29,L/L,,Ohio,MAC,953100,953100,953100,-953100,Yes,0,False,4YR JR,No,Yes,20.936986301369863,33,B,J,Q
2021,2,69,Indians,Tommy Mace,42,RHP,1998-11-11,R/R,,Florida,SEC,929800,929800,1100000,-1100000,Yes,0.18305011830501183,False,4YR JR,No,Yes,22.65205479452055,-27,B,L,P
2021,2,70,Cardinals,Ryan Holgate,76,OF,2000-06-08,L/L,,Arizona,Pac-12,906800,906800,875000,-875000,Yes,-0.035068372298191444,False,4YR JR,No,Yes,21.076712328767123,6,B,K,Q
2021,2,71,Padres,Robert Gasser,108,LHP,1999-05-31,L/L,,Houston,AAC,884200,884200,884200,-884200,Yes,0,False,4YR JR,No,Yes,22.101369863013698,37,B,L,Q
2021,3,72,Pirates,Bubba Chandler,21,RHP,2002-09-14,S/R,Clemson,,,870700,870700,3000000,-3000000,Yes,2.4455036177787988,True,HS SR,No,Yes,18.80821917808219,-51,B,H,O
2021,3,73,Rangers,Cameron Cauley,230,SS,2003-02-06,R/R,Texas Tech,,,857400,857400,1000000,-1000000,Yes,0.1663167716351761,True,HS SR,No,Yes,18.410958904109588,157,B,H,R
2021,3,74,Tigers,Dylan Smith,58,RHP,2000-05-28,R/R,,Alabama,SEC,844200,844200,1115000,-1115000,Yes,0.3207770670457238,False,4YR JR,No,Yes,21.106849315068494,-16,B,K,P
2021,3,75,Red Sox,Tyler McDonough,207,2B,1999-04-02,S/R,,North Carolina State,ACC,831100,831100,831100,-831100,Yes,0,False,4YR JR,No,Yes,22.263013698630136,132,B,L,R
2021,3,76,Orioles,John Rhodes,125,OF,2000-08-15,R/R,,Kentucky,SEC,818200,818200,1375000,-1375000,Yes,0.6805182107064287,False,4YR SO,No,Yes,20.89041095890411,49,B,J,Q
2021,3,77,Diamondbacks,Jacob Steinmetz,134,RHP,2003-07-19,R/R,Fordham,,,805600,805600,500000,-500000,Yes,-0.37934458788480635,True,HS SR,No,Yes,17.964383561643835,57,B,G,R
2021,3,78,Royals,Carter Jensen,112,C,2003-07-03,L/R,LSU,,,793000,793000,1097500,-1097500,Yes,0.38398486759142497,True,HS SR,No,Yes,18.008219178082193,34,B,H,Q
2021,3,79,Rockies,McCade Brown,94,RHP,2000-05-15,R/R,,Indiana,Big Ten,780400,780400,780400,-780400,Yes,0,False,4YR JR,No,Yes,21.14246575342466,15,B,K,Q
2021,3,80,Angels,Landon Marceaux,136,RHP,1999-10-08,R/R,,LSU,SEC,767800,767800,767800,-767800,Yes,0,False,4YR JR,No,Yes,21.745205479452054,56,B,K,R
2021,3,81,Mets,Dominic Hamel,193,RHP,1999-03-02,R/R,,Dallas Baptist,MVC,755300,755300,755300,-755300,Yes,0,False,4YR SR,No,Yes,22.34794520547945,112,B,L,R
2021,3,82,Nationals,Branden Boissiere,276,OF,2000-03-23,L/L,,Arizona,Pac-12,744200,744200,600000,-600000,Yes,-0.19376511690405804,False,4YR JR,No,Yes,21.28767123287671,194,B,K,R
2021,3,83,Mariners,Michael Morales,130,RHP,2002-08-13,R/R,Vanderbilt,,,733100,733100,1500000,-1500000,Yes,1.0461055790478788,True,HS SR,No,Yes,18.895890410958906,47,B,H,Q
2021,3,84,Phillies,Jordan Viars,,OF,2003-07-18,L/L,Arkansas,,,721900,721900,747500,-747500,Yes,0.03546197534284527,True,HS SR,No,Yes,17.96712328767123,,B,G,N
2021,3,85,Giants,Mason Black,90,RHP,1999-12-10,R/R,,Lehigh,Patriot,710700,710700,710700,-710700,Yes,0,False,4YR JR,No,Yes,21.572602739726026,5,B,K,Q
2021,3,86,Brewers,Alex Binelas,63,3B,2000-05-26,L/R,,Louisville,ACC,699700,699700,700000,-700000,Yes,0.0004287551807917679,False,4YR JR,No,Yes,21.112328767123287,-23,B,K,P
2021,3,87,Astros,Tyler Whitaker,161,SS,2002-08-02,R/R,Arizona,,,689300,689300,1500000,-1500000,Yes,1.1761207021616131,True,HS SR,No,Yes,18.926027397260274,74,B,H,R
2021,3,88,Marlins,Jordan McCants,152,SS,2002-05-21,L/R,Mississippi State,,,678600,678600,800000,-800000,Yes,0.17889773062186856,True,HS SR,No,Yes,19.126027397260273,64,B,I,R
2021,3,89,Reds,Jose Torres,85,SS,1999-09-28,R/R,,North Carolina State,ACC,667900,667900,622500,-622500,Yes,-0.06797424764186255,False,4YR SO,No,Yes,21.77260273972603,-4,B,K,P
2021,3,90,Cardinals,Austin Love,168,RHP,1999-01-26,R/R,,North Carolina,ACC,657600,657600,600000,-600000,Yes,-0.08759124087591241,False,4YR JR,No,Yes,22.443835616438356,78,B,L,R
2021,3,91,Blue Jays,Ricky Tiedemann,91,LHP,2002-08-18,L/L,JUCO,,,647300,647300,644800,-644800,Yes,-0.003862196817549822,False,No,No,Yes,18.882191780821916,0,B,H,P
2021,3,92,Yankees,Brock Selvidge,182,LHP,2002-08-28,R/L,LSU,,,637600,637600,1500000,-1500000,Yes,1.3525721455457966,True,HS SR,No,Yes,18.854794520547944,90,B,H,R
2021,3,93,Cubs,Drew Gray,159,OF,2003-05-10,L/L,Arkansas,,,627900,627900,900000,-900000,Yes,0.43334925943621594,True,HS SR,No,Yes,18.156164383561645,66,B,H,R
2021,3,94,White Sox,Sean Burke,64,RHP,1999-12-18,R/R,,Maryland,Big Ten,618200,618200,900000,-900000,Yes,0.4558395341313491,False,4YR JR,No,Yes,21.55068493150685,-30,B,K,P
2021,3,95,Indians,Jake Fox,229,SS,2003-02-12,L/R,Florida,,,610800,610800,850000,-850000,Yes,0.39161755075311067,True,HS SR,No,Yes,18.394520547945206,134,B,H,R
2021,3,96,Braves,Dylan Dodd,,LHP,1998-06-06,L/L,,SEMO,OVC,604800,604800,122500,-122500,Yes,-0.7974537037037037,False,4YR 5S,No,Yes,23.084931506849315,,B,M,N
2021,3,97,Athletics,Mason Miller,218,RHP,1998-08-24,R/R,,Gardner-Webb,Big South,599100,599100,599100,-599100,Yes,0,False,4YR 5S,No,Yes,22.86849315068493,121,B,L,R
2021,3,98,Twins,Cade Povich,537,LHP,2000-04-12,L/L,,Nebraska,Big Ten,593100,593100,500000,-500000,Yes,-0.1569718428595515,False,4YR JR,No,Yes,21.232876712328768,439,B,K,R
2021,3,99,Padres,Kevin Kopps,189,RHP,1997-03-02,R/R,,Arkansas,SEC,587400,587400,300000,-300000,Yes,-0.48927477017364657,False,4YR SR,No,Yes,24.34794520547945,90,B,M,R
2021,3,100,Rays,Ryan Spikes,104,SS,2003-03-13,R/R,Tennessee,,,581600,581600,1097500,-1097500,Yes,0.8870357634112792,True,HS SR,No,Yes,18.315068493150687,4,B,H,Q
2021,3,101,Dodgers,Peter Heubeck,50,RHP,2002-07-22,R/R,Wake Forest,,,577000,577000,1272000,-1272000,Yes,1.2045060658578857,True,HS SR,No,Yes,18.956164383561642,-51,B,H,O
2021,4,102,Pirates,Owen Kellington,,RHP,2003-02-05,L/R,UConn,,,571400,571400,600000,-600000,Yes,0.05005250262513126,True,HS SR,No,Yes,18.413698630136988,,C,H,N
2021,4,103,Rangers,Ian Moller,118,C,2002-10-26,R/R,LSU,,,565600,565600,700000,-700000,Yes,0.2376237623762376,True,HS SR,No,Yes,18.693150684931506,15,C,H,Q
2021,4,104,Tigers,Tyler Mattison,,RHP,1999-09-05,R/R,,Bryant,NEC,560000,560000,400000,-400000,Yes,-0.2857142857142857,False,4YR SR,No,Yes,21.835616438356166,,C,K,N
2021,4,105,Red Sox,Elmer Rodriguez-Cruz,,RHP,2003-08-18,L/R,Oregon,,,554300,554300,497500,-497500,Yes,-0.10247158578387155,True,HS SR,No,Yes,17.882191780821916,,C,G,N
2021,4,106,Orioles,Donta' Williams,333,OF,1999-06-30,L/L,,Arizona,Pac-12,549000,549000,400000,-400000,Yes,-0.27140255009107467,False,4YR SR,No,Yes,22.019178082191782,227,C,L,R
2021,4,107,Diamondbacks,Chad Patrick,,RHP,1998-08-14,R/R,,Purdue-Northwest,DII,543500,543500,350000,-350000,Yes,-0.3560257589696412,False,4YR SR,No,Yes,22.895890410958906,,C,L,N
2021,4,108,Royals,Shane Panzini,113,RHP,2001-10-30,R/R,Virginia,,,538200,538200,1000000,-1000000,Yes,0.8580453363062058,True,HS SR,No,Yes,19.682191780821917,5,C,I,Q
2021,4,109,Rockies,Hunter Goodman,66,C,1999-10-08,R/R,,Memphis,AAC,533000,533000,600000,-600000,Yes,0.12570356472795496,False,4YR JR,No,Yes,21.745205479452054,-43,C,K,P
2021,4,110,Angels,Luke Murphy,,RHP,1999-11-05,R/R,,Vanderbilt,SEC,527800,527800,750000,-750000,Yes,0.4209928003031451,False,4YR JR,No,Yes,21.66849315068493,,C,K,N
2021,4,111,Mets,JT Schwartz,232,1B,1999-12-17,L/R,,UCLA,Pac-12,522600,522600,475000,-475000,Yes,-0.0910830463069269,False,4YR JR,No,Yes,21.553424657534247,121,C,K,R
2021,4,112,Nationals,Dustin Saenz,103,LHP,1999-06-02,L/L,,Texas A&M,SEC,517400,517400,500000,-500000,Yes,-0.03362968689601856,False,4YR SR,No,Yes,22.095890410958905,-9,C,L,P
2021,4,113,Mariners,Bryce Miller,122,RHP,1998-08-23,R/R,,Texas A&M,SEC,512400,512400,400000,-400000,Yes,-0.21935987509758,False,4YR JR,No,Yes,22.87123287671233,9,C,L,Q
2021,4,114,Phillies,Micah Ottenbreit,155,RHP,2003-05-07,R/R,Michigan State,,,507400,507400,775000,-775000,Yes,0.5273945605045329,True,HS SR,No,Yes,18.164383561643834,41,C,H,Q
2021,4,115,Giants,Eric Silva,162,RHP,2002-10-03,R/R,UCLA,,,502300,502300,1497500,-1497500,Yes,1.9812860840135378,True,HS SR,No,Yes,18.756164383561643,47,C,H,Q
2021,4,116,Brewers,Logan Henderson,268,RHP,2002-03-02,R/R,Texas A&M,,,497500,497500,497500,-497500,Yes,0,False,JC J1,Yes,Yes,19.345205479452055,152,C,I,R
2021,4,117,Astros,Alex Ulloa,120,SS,2002-11-08,R/R,Oklahoma State,,,492700,492700,,-492700,Yes,,True,HS SR,No,No,18.65753424657534,3,C,H,Q
2021,4,118,Marlins,Tanner Allen,119,1B,1998-06-05,L/R,,Mississippi State,SEC,487900,487900,247500,-247500,Yes,-0.492723918835827,False,4YR SR,No,Yes,23.087671232876712,1,C,M,Q
2021,4,119,Reds,Ruben Ibarra,,1B,1999-04-26,R/R,,San Jose State,MWC,483000,483000,172500,-172500,Yes,-0.6428571428571429,False,4YR SR,No,Yes,22.197260273972603,,C,L,N
2021,4,120,Cardinals,Zane Mills,286,RHP,2000-07-04,R/R,,Washington State,Pac-12,478300,478300,375000,-375000,Yes,-0.2159732385532093,False,4YR JR,No,Yes,21.005479452054793,166,C,K,R
2021,4,121,Blue Jays,Chad Dallas,185,RHP,2000-06-26,R/R,,Tennessee,SEC,473700,473700,497500,-497500,Yes,0.05024276968545493,False,4YR JR,No,Yes,21.027397260273972,64,C,K,R
