id,team_id,five_yr_hs_commit,five_yr_hs_signed,five_yr_draft,bonus_value,signing_bonus_percent,perc_hs_school,stand_hs_school,committed_year
648,648,,,0,0,0.001,0,0,0
649,649,,,0,0,0.001,0,0,0
650,650,,,1,250000,0.799,0,0,0
651,651,,,0,0,0.001,0,0,0
652,652,,,0,0,0.001,0,0,0
653,653,,,0,0,0.001,0,0,0
654,654,,,0,0,0.001,0,0,0
655,655,,,0,0,0.001,0,0,0
656,656,,,0,0,0.001,0,0,0
657,657,,,0,0,0.001,0,0,0
658,658,,,0,0,0.001,0,0,0
659,659,,,0,0,0.001,0,0,0
660,660,,,9,3541400,0.929,0,0,0
661,661,,,0,0,0.001,0,0,0
662,662,,,0,0,0.001,0,0,0
663,663,,,4,523300,0.84,0,0,0
664,664,,,1,47500,0.696,0,0,0
665,665,,,0,0,0.001,0,0,0
666,666,,,0,0,0.001,0,0,0
667,667,,,0,0,0.001,0,0,0
668,668,,,6,732500,0.863,0,0,0
669,669,,,3,185000,0.778,0,0,0
670,670,,,2,175000,0.772,0,0,0
671,671,,,0,0,0.001,0,0,0
672,672,,,7,2567500,0.92,0,0,0
673,673,,,0,0,0.001,0,0,0
674,674,,,0,0,0.001,0,0,0
675,675,,,0,0,0.001,0,0,0
676,676,,,0,0,0.001,0,0,0
677,677,,,0,0,0.001,0,0,0
678,678,,,0,0,0.001,0,0,0
679,679,,,0,0,0.001,0,0,0
680,680,,,0,0,0.001,0,0,0
681,681,,,1,125000,0.73,0,0,0
682,682,,,5,8755000,0.963,0,0,0
683,683,,,5,850000,0.869,0,0,0
684,684,,,12,3853800,0.932,0,0,0
685,685,,,11,3797900,0.931,0,0,0
686,686,,,0,0,0.001,0,0,0
687,687,,,3,225000,0.788,0,0,0
688,688,,,3,497500,0.837,0,0,0
689,689,,,3,1060700,0.886,0,0,0
690,690,,,0,0,0.001,0,0,0
691,691,,,0,0,0.001,0,0,0
692,692,,,0,0,0.001,0,0,0
693,693,,,1,150000,0.751,0,0,0
694,694,,,2,125000,0.73,0,0,0
695,695,,,2,100000,0.719,0,0,0
696,696,,,0,0,0.001,0,0,0
697,697,,,0,0,0.001,0,0,0
698,698,,,0,0,0.001,0,0,0
699,699,,,1,50000,0.697,0,0,0
700,700,,,0,0,0.001,0,0,0
701,701,,,0,0,0.001,0,0,0
702,702,,,0,0,0.001,0,0,0
703,703,,,0,0,0.001,0,0,0
704,704,,,0,0,0.001,0,0,0
705,705,,,2,297500,0.806,0,0,0
706,706,,,1,150000,0.751,0,0,0
707,707,,,0,0,0.001,0,0,0
708,708,,,0,0,0.001,0,0,0
709,709,,,8,2570000,0.921,0,0,0
710,710,,,23,7155700,0.953,0,0,0
711,711,,,0,0,0.001,0,0,0
712,712,,,5,872500,0.872,0,0,0
713,713,,,2,125000,0.73,0,0,0
714,714,,,2,300000,0.808,0,0,0
715,715,,,0,0,0.001,0,0,0
716,716,,,0,0,0.001,0,0,0
717,717,,,14,2810700,0.922,0,0,0
718,718,,,0,0,0.001,0,0,0
719,719,,,4,446000,0.832,0,0,0
720,720,,,0,0,0.001,0,0,0
721,721,,,0,0,0.001,0,0,0
722,722,,,14,3523000,0.928,0,0,0
723,723,,,0,0,0.001,0,0,0
724,724,,,0,0,0.001,0,0,0
725,725,,,0,0,0.001,0,0,0
726,726,,,0,0,0.001,0,0,0
727,727,,,0,0,0.001,0,0,0
728,728,,,0,0,0.001,0,0,0
729,729,,,0,0,0.001,0,0,0
730,730,,,0,0,0.001,0,0,0
731,731,,,0,0,0.001,0,0,0
732,732,,,0,0,0.001,0,0,0
733,733,,,0,0,0.001,0,0,0
734,734,,,0,0,0.001,0,0,0
735,735,,,0,0,0.001,0,0,0
736,736,,,0,0,0.001,0,0,0
737,737,,,1,100000,0.719,0,0,0
738,738,,,1,100000,0.719,0,0,0
739,739,,,1,125000,0.73,0,0,0
740,740,,,2,200000,0.78,0,0,0
741,741,,,0,0,0.001,0,0,0
742,742,,,0,0,0.001,0,0,0
743,743,,,0,0,0.001,0,0,0
744,744,,,0,0,0.001,0,0,0
745,745,,,0,0,0.001,0,0,0
746,746,,,0,0,0.001,0,0,0
747,747,,,0,0,0.001,0,0,0
748,748,,,0,0,0.001,0,0,0
749,749,,,0,0,0.001,0,0,0
750,750,,,0,0,0.001,0,0,0
751,751,,,0,0,0.001,0,0,0
752,752,,,0,0,0.001,0,0,0
753,753,,,19,13160900,0.977,0,0,0
754,754,,,0,0,0.001,0,0,0
755,755,,,0,0,0.001,0,0,0
756,756,,,2,200000,0.78,0,0,0
757,757,,,0,0,0.001,0,0,0
758,758,,,0,0,0.001,0,0,0
759,759,,,0,0,0.001,0,0,0
760,760,,,0,0,0.001,0,0,0
761,761,,,0,0,0.001,0,0,0
762,762,,,0,0,0.001,0,0,0
763,763,,,0,0,0.001,0,0,0
764,764,,,0,0,0.001,0,0,0
765,765,,,0,0,0.001,0,0,0
766,766,,,0,0,0.001,0,0,0
767,767,,,0,0,0.001,0,0,0
768,768,,,0,0,0.001,0,0,0
769,769,,,0,0,0.001,0,0,0
770,770,,,0,0,0.001,0,0,0
771,771,,,0,0,0.001,0,0,0
772,772,,,1,125000,0.73,0,0,0
773,773,,,2,175000,0.772,0,0,0
774,774,,,0,0,0.001,0,0,0
775,775,,,22,9102600,0.965,0,0,0
776,776,,,36,36881400,0.995,0,0,0
777,777,,,1,130000,0.747,0,0,0
778,778,,,0,0,0.001,0,0,0
779,779,,,0,0,0.001,0,0,0
780,780,,,0,0,0.001,0,0,0
781,781,,,25,10911200,0.971,0,0,0
782,782,,,24,20825900,0.989,0,0,0
783,783,,,0,0,0.001,0,0,0
784,784,,,2,150000,0.751,0,0,0
785,785,,,4,645000,0.856,0,0,0
786,786,,,21,11544900,0.972,0,0,0
787,787,,,0,0,0.001,0,0,0
788,788,,,0,0,0.001,0,0,0
789,789,,,0,0,0.001,0,0,0
790,790,,,0,0,0.001,0,0,0
791,791,,,0,0,0.001,0,0,0
792,792,,,4,708100,0.862,0,0,0
793,793,,,1,247500,0.797,0,0,0
794,794,,,1,50000,0.697,0,0,0
795,795,,,0,0,0.001,0,0,0
796,796,,,0,0,0.001,0,0,0
797,797,,,0,0,0.001,0,0,0
798,798,,,0,0,0.001,0,0,0
799,799,,,4,378600,0.824,0,0,0
800,800,,,0,0,0.001,0,0,0
801,801,,,0,0,0.001,0,0,0
802,802,,,12,3682500,0.93,0,0,0
803,803,,,0,0,0.001,0,0,0
804,804,,,0,0,0.001,0,0,0
805,805,,,1,75000,0.709,0,0,0
806,806,,,0,0,0.001,0,0,0
807,807,,,2,613100,0.855,0,0,0
808,808,,,11,1406300,0.903,0,0,0
809,809,,,2,250000,0.799,0,0,0
810,810,,,4,1258500,0.893,0,0,0
811,811,,,18,6187800,0.95,0,0,0
812,812,,,0,0,0.001,0,0,0
813,813,,,10,2417200,0.918,0,0,0
814,814,,,0,0,0.001,0,0,0
815,815,,,24,14279400,0.982,0,0,0
816,816,,,13,4287800,0.936,0,0,0
817,817,,,5,560000,0.845,0,0,0
818,818,,,0,0,0.001,0,0,0
819,819,,,0,0,0.001,0,0,0
820,820,,,1,185500,0.779,0,0,0
821,821,,,0,0,0.001,0,0,0
822,822,,,0,0,0.001,0,0,0
823,823,,,0,0,0.001,0,0,0
824,824,,,1,2000,0.683,0,0,0
825,825,,,0,0,0.001,0,0,0
826,826,,,0,0,0.001,0,0,0
827,827,,,5,402250,0.827,0,0,0
828,828,,,2,225000,0.788,0,0,0
829,829,,,8,937500,0.879,0,0,0
830,830,,,0,0,0.001,0,0,0
831,831,,,0,0,0.001,0,0,0
832,832,,,4,597500,0.851,0,0,0
833,833,,,0,0,0.001,0,0,0
834,834,,,0,0,0.001,0,0,0
835,835,,,0,0,0.001,0,0,0
836,836,,,0,0,0.001,0,0,0
837,837,,,3,330000,0.813,0,0,0
838,838,,,2,549600,0.842,0,0,0
839,839,,,1,150000,0.751,0,0,0
840,840,,,0,0,0.001,0,0,0
841,841,,,3,160000,0.769,0,0,0
842,842,,,0,0,0.001,0,0,0
843,843,,,1,150000,0.751,0,0,0
844,844,,,0,0,0.001,0,0,0
845,845,,,0,0,0.001,0,0,0
846,846,,,1,150000,0.751,0,0,0
847,847,,,0,0,0.001,0,0,0
848,848,,,0,0,0.001,0,0,0
849,849,,,0,0,0.001,0,0,0
850,850,,,0,0,0.001,0,0,0
851,851,,,1,150000,0.751,0,0,0
852,852,,,30,38687600,0.996,0,0,0
853,853,,,0,0,0.001,0,0,0
854,854,,,6,1651500,0.905,0,0,0
855,855,,,4,585000,0.85,0,0,0
856,856,,,18,15414100,0.984,0,0,0
857,857,,,0,0,0.001,0,0,0
858,858,,,21,13613750,0.98,0,0,0
859,859,,,2,270000,0.801,0,0,0
860,860,,,0,0,0.001,0,0,0
861,861,,,0,0,0.001,0,0,0
862,862,,,0,0,0.001,0,0,0
863,863,,,0,0,0.001,0,0,0
864,864,,,25,41626000,0.997,0,0,0
865,865,,,0,0,0.001,0,0,0
866,866,,,0,0,0.001,0,0,0
867,867,,,0,0,0.001,0,0,0
868,868,,,0,0,0.001,0,0,0
869,869,,,1,150000,0.751,0,0,0
870,870,,,11,2367500,0.917,0,0,0
871,871,,,0,0,0.001,0,0,0
872,872,,,6,1697500,0.906,0,0,0
873,873,,,1,50000,0.697,0,0,0
874,874,,,1,60000,0.707,0,0,0
875,875,,,0,0,0.001,0,0,0
876,876,,,0,0,0.001,0,0,0
877,877,,,0,0,0.001,0,0,0
878,878,,,0,0,0.001,0,0,0
879,879,,,0,0,0.001,0,0,0
880,880,,,0,0,0.001,0,0,0
881,881,,,0,0,0.001,0,0,0
882,882,,,0,0,0.001,0,0,0
883,883,,,1,50000,0.697,0,0,0
884,884,,,0,0,0.001,0,0,0
885,885,,,0,0,0.001,0,0,0
886,886,,,0,0,0.001,0,0,0
887,887,,,0,0,0.001,0,0,0
888,888,,,14,10615650,0.969,0,0,0
889,889,,,0,0,0.001,0,0,0
890,890,,,0,0,0.001,0,0,0
891,891,,,4,380000,0.825,0,0,0
892,892,,,0,0,0.001,0,0,0
893,893,,,4,435000,0.83,0,0,0
894,894,,,3,350000,0.817,0,0,0
895,895,,,0,0,0.001,0,0,0
896,896,,,0,0,0.001,0,0,0
897,897,,,0,0,0.001,0,0,0
898,898,,,0,0,0.001,0,0,0
899,899,,,0,0,0.001,0,0,0
900,900,,,0,0,0.001,0,0,0
901,901,,,0,0,0.001,0,0,0
902,902,,,0,0,0.001,0,0,0
903,903,,,0,0,0.001,0,0,0
904,904,,,0,0,0.001,0,0,0
905,905,,,1,50000,0.697,0,0,0
906,906,,,4,400000,0.826,0,0,0
907,907,,,0,0,0.001,0,0,0
908,908,,,0,0,0.001,0,0,0
909,909,,,0,0,0.001,0,0,0
910,910,,,5,1227500,0.892,0,0,0
911,911,,,0,0,0.001,0,0,0
912,912,,,0,0,0.001,0,0,0
913,913,,,0,0,0.001,0,0,0
914,914,,,0,0,0.001,0,0,0
915,915,,,0,0,0.001,0,0,0
916,916,,,0,0,0.001,0,0,0
917,917,,,5,735100,0.864,0,0,0
918,918,,,0,0,0.001,0,0,0
919,919,,,2,375000,0.821,0,0,0
920,920,,,0,0,0.001,0,0,0
921,921,,,0,0,0.001,0,0,0
922,922,,,0,0,0.001,0,0,0
923,923,,,0,0,0.001,0,0,0
924,924,,,0,0,0.001,0,0,0
925,925,,,0,0,0.001,0,0,0
926,926,,,0,0,0.001,0,0,0
927,927,,,0,0,0.001,0,0,0
928,928,,,0,0,0.001,0,0,0
929,929,,,0,0,0.001,0,0,0
930,930,,,0,0,0.001,0,0,0
931,931,,,0,0,0.001,0,0,0
932,932,,,4,575000,0.849,0,0,0
933,933,,,0,0,0.001,0,0,0
934,934,,,0,0,0.001,0,0,0
935,935,,,0,0,0.001,0,0,0
936,936,,,7,3120000,0.924,0,0,0
937,937,,,5,550000,0.843,0,0,0
938,938,,,2,495000,0.836,0,0,0
939,939,,,0,0,0.001,0,0,0
940,940,,,0,0,0.001,0,0,0
941,941,,,0,0,0.001,0,0,0
942,942,,,1,5000,0.686,0,0,0
943,943,,,0,0,0.001,0,0,0
944,944,,,0,0,0.001,0,0,0
945,945,,,0,0,0.001,0,0,0
946,946,,,0,0,0.001,0,0,0
947,947,,,0,0,0.001,0,0,0
948,948,,,0,0,0.001,0,0,0
949,949,,,0,0,0.001,0,0,0
950,950,,,1,142300,0.748,0,0,0
951,951,,,0,0,0.001,0,0,0
952,952,,,0,0,0.001,0,0,0
953,953,,,0,0,0.001,0,0,0
954,954,,,0,0,0.001,0,0,0
955,955,,,0,0,0.001,0,0,0
956,956,,,0,0,0.001,0,0,0
957,957,,,0,0,0.001,0,0,0
958,958,,,0,0,0.001,0,0,0
959,959,,,0,0,0.001,0,0,0
960,960,,,0,0,0.001,0,0,0
961,961,,,0,0,0.001,0,0,0
962,962,,,0,0,0.001,0,0,0
963,963,,,0,0,0.001,0,0,0
964,964,,,0,0,0.001,0,0,0
965,965,,,0,0,0.001,0,0,0
